seqName,strand,individual,locus,allele
G4S72XW01AJW7F,R,50,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AYNNG,R,82,4,Mama_UD_01
G4S72XW01BCVZP,R,92,3,Mama_UB_01
G4S72XW01A5IAQ,R,111,2,NewAllele_381 count=782 threshold=2
G4S72XW01ATSMR,F,72,3,<unidentified>
G4S72XW01ARCTM,F,10,2,Mama_DRB2_01
G4S72XW01A6ZND,F,116,2,NewAllele_530 count=9 threshold=2
G4S72XW01AUM3D,R,40,1,Mama_DRB1_01
G4S72XW01AR62Q,R,44,3,Mama_UB_01
G4S72XW01AOWNC,R,112,2,NewAllele_530 count=9 threshold=2
G4S72XW01A9XYC,F,125,1,Mama_DRB1_01
G4S72XW01ATXV2,F,86,3,Mama_UB_01
G4S72XW01ALDAX,F,5,3,Mama_UB_01
G4S72XW01A96BQ,R,98,1,<unidentified>
G4S72XW01AZI40,F,15,4,Mama_UD_03
G4S72XW01BF9LN,F,66,4,NewAllele_1369 count=3 threshold=2
G4S72XW01AX5C2,F,21,1,Mama_DRB1_01
G4S72XW01BFJ5K,F,19,2,NewAllele_491 count=2 threshold=2
G4S72XW01AM12I,F,128,1,Mama_DRB1_05
G4S72XW01BBKQA,F,129,1,Mama_DRB1_02
G4S72XW01A8J61,F,57,4,NewAllele_1334 count=3 threshold=2
G4S72XW01APT3C,R,87,1,Mama_DRB1_01
G4S72XW01AJXA8,F,72,4,NewAllele_1369 count=3 threshold=2
G4S72XW01A6I22,R,48,3,NewAllele_1016 count=2 threshold=2
G4S72XW01A7M8Y,F,85,1,NewAllele_111 count=2 threshold=2
G4S72XW01AKP3C,F,33,4,NewAllele_1334 count=3 threshold=2
G4S72XW01A315M,R,111,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AOAUG,F,110,4,Mama_UD_03
G4S72XW01APJNL,R,23,3,NewAllele_851 count=3 threshold=2
G4S72XW01A54UA,R,40,4,NewAllele_1369 count=3 threshold=2
G4S72XW01A229K,F,113,2,NewAllele_447 count=3 threshold=2
G4S72XW01BBQKA,R,125,1,<unidentified>
G4S72XW01A0DIS,F,2,3,NewAllele_836 count=3 threshold=2
G4S72XW01A6OAD,R,138,1,<unidentified>
G4S72XW01AQURW,F,118,3,Mama_UB_02
G4S72XW01BCXIN,R,54,2,NewAllele_381 count=782 threshold=2
G4S72XW01ARJKC,F,116,1,<unidentified>
G4S72XW01A3UMV,F,57,4,NewAllele_1658 count=4 threshold=2
G4S72XW01AS0UM,F,136,2,Mama_DRB2_01
G4S72XW01AXQ0J,F,116,1,Mama_DRB1_06
G4S72XW01BGJJO,F,104,1,<unidentified>
G4S72XW01AOERZ,F,110,2,NewAllele_187 count=2 threshold=2
G4S72XW01BDGA6,R,133,1,NewAllele_1 count=2 threshold=2
G4S72XW01A4GZM,R,25,1,Mama_DRB1_02
G4S72XW01A01DQ,F,86,4,Mama_UD_01
G4S72XW01AYZ5J,F,125,3,NewAllele_855 count=6 threshold=2
G4S72XW01ARXT0,R,129,2,NewAllele_221 count=591 threshold=2
G4S72XW01BFG6S,F,107,3,NewAllele_854 count=2 threshold=2
G4S72XW01AQ7ES,F,95,2,Mama_DRB2_03
G4S72XW01AQZCH,F,19,3,NewAllele_848 count=3 threshold=2
G4S72XW01A6H8U,F,107,2,NewAllele_508 count=182 threshold=2
G4S72XW01BDR4H,F,24,1,<unidentified>
G4S72XW01BCC0L,F,134,4,Mama_UD_01
G4S72XW01A8G5A,R,76,4,NewAllele_1488 count=5 threshold=2
G4S72XW01BEJT9,F,94,4,NewAllele_1369 count=3 threshold=2
G4S72XW01A7J5D,F,51,1,<unidentified>
G4S72XW01AVBGB,F,114,1,Mama_DRB1_02
G4S72XW01BC63T,R,56,3,Mama_UB_01
G4S72XW01A5ZZZ,R,41,1,<unidentified>
G4S72XW01A44YP,F,65,3,NewAllele_1168 count=8 threshold=2
G4S72XW01BFQ4W,R,111,2,NewAllele_381 count=782 threshold=2
G4S72XW01AVGJA,F,140,2,Mama_DRB2_02
G4S72XW01AY1XP,F,104,2,NewAllele_714 count=56 threshold=2
G4S72XW01A4OFW,R,71,3,Mama_UB_01
G4S72XW01AUP8L,R,103,3,Mama_UB_01
G4S72XW01A4KDG,F,61,3,Mama_UB_02
G4S72XW01AYRYF,R,108,4,NewAllele_1300 count=9 threshold=2
G4S72XW01A1MEW,R,69,1,<unidentified>
G4S72XW01A8BLT,F,41,2,NewAllele_530 count=9 threshold=2
G4S72XW01BA3Y9,R,87,1,Mama_DRB1_02
G4S72XW01A0CW8,F,85,3,NewAllele_843 count=10 threshold=2
G4S72XW01AV3OE,R,100,2,NewAllele_535 count=4 threshold=2
G4S72XW01BAIET,R,133,4,Mama_UD_01
G4S72XW01A4V5H,F,18,2,NewAllele_530 count=9 threshold=2
G4S72XW01AKDF8,F,107,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AVR4V,F,79,2,NewAllele_530 count=9 threshold=2
G4S72XW01BFB5D,F,114,4,Mama_UD_01
G4S72XW01AQ4VE,F,108,3,NewAllele_855 count=6 threshold=2
G4S72XW01A84FJ,F,139,2,NewAllele_643 count=2 threshold=2
G4S72XW01AKM02,F,100,2,Mama_DRB2_02
G4S72XW01AW7MA,R,106,2,NewAllele_530 count=9 threshold=2
G4S72XW01BEOK7,R,10,1,Mama_DRB1_01
G4S72XW01BCH8I,F,82,1,Mama_DRB1_01
G4S72XW01AUA9Y,R,100,1,Mama_DRB1_01
G4S72XW01A7P1O,F,84,3,<unidentified>
G4S72XW01A4REP,F,102,4,Mama_UD_03
G4S72XW01A9O2F,F,113,1,Mama_DRB1_01
G4S72XW01A8P4Y,F,67,4,Mama_UD_01
G4S72XW01BDXON,F,84,3,NewAllele_1111 count=8 threshold=2
G4S72XW01AS4OY,F,89,3,NewAllele_776 count=2 threshold=2
G4S72XW01A9EKQ,F,98,1,NewAllele_48 count=2 threshold=2
G4S72XW01AW9DZ,R,127,4,Mama_UD_01
G4S72XW01A10EF,F,72,4,NewAllele_1369 count=3 threshold=2
G4S72XW01AXR0D,F,47,2,Mama_DRB2_03
G4S72XW01A73F0,F,14,1,Mama_DRB1_06
G4S72XW01BEDWY,R,41,4,NewAllele_1603 count=6 threshold=2
G4S72XW01A2AE3,F,108,1,Mama_DRB1_06
G4S72XW01BFEFH,R,20,3,NewAllele_904 count=8 threshold=2
G4S72XW01BDBJX,F,133,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AZV0F,F,3,4,Mama_UD_01
G4S72XW01BC7YQ,F,129,3,NewAllele_855 count=6 threshold=2
G4S72XW01BBERD,F,113,4,Mama_UD_01
G4S72XW01A2WTM,F,123,4,NewAllele_1288 count=5 threshold=2
G4S72XW01A0TGC,F,14,1,Mama_DRB1_06
G4S72XW01A4R2S,R,21,4,Mama_UD_03
G4S72XW01A8IXY,R,123,1,<unidentified>
G4S72XW01A1LRX,F,69,1,Mama_DRB1_03
G4S72XW01A4H2I,F,127,1,Mama_DRB1_03
G4S72XW01AM3BC,F,89,4,NewAllele_1518 count=3 threshold=2
G4S72XW01A63GH,F,104,1,<unidentified>
G4S72XW01ARV9I,R,106,2,NewAllele_412 count=7 threshold=2
G4S72XW01BCMNX,R,84,3,<unidentified>
G4S72XW01AYPHD,F,30,4,Mama_UD_01
G4S72XW01ATBVH,R,104,2,NewAllele_201 count=5 threshold=2
G4S72XW01AQ9D4,F,56,3,Mama_UB_01
G4S72XW01AZNWI,F,82,1,Mama_DRB1_08
G4S72XW01A6VNA,F,89,2,NewAllele_376 count=65 threshold=2
G4S72XW01A57K7,F,89,4,Mama_UD_01
G4S72XW01AYI11,F,112,3,Mama_UB_01
G4S72XW01AOA0L,F,142,2,Mama_DRB2_03
G4S72XW01A404R,F,95,2,Mama_DRB2_03
G4S72XW01AYUU5,F,119,4,NewAllele_1690 count=2 threshold=2
G4S72XW01BEQLG,F,104,2,NewAllele_530 count=9 threshold=2
G4S72XW01A5K88,F,139,2,Mama_DRB2_01
G4S72XW01AYIEQ,R,78,2,NewAllele_221 count=591 threshold=2
G4S72XW01A8MW8,R,89,2,NewAllele_381 count=782 threshold=2
G4S72XW01AYIJ1,R,91,3,Mama_UB_01
G4S72XW01BCY9H,F,38,3,<unidentified>
G4S72XW01AO2SL,F,111,4,NewAllele_1388 count=6 threshold=2
G4S72XW01A07GN,F,98,2,Mama_DRB2_01
G4S72XW01AUXG5,F,41,2,NewAllele_426 count=6 threshold=2
G4S72XW01A3JL6,F,40,4,NewAllele_1369 count=3 threshold=2
G4S72XW01A3XKR,F,112,4,NewAllele_1281 count=2 threshold=2
G4S72XW01A9OCI,R,129,2,NewAllele_530 count=9 threshold=2
G4S72XW01BDU4S,F,115,2,NewAllele_508 count=182 threshold=2
G4S72XW01BFUNU,F,67,1,<unidentified>
G4S72XW01AS6RG,F,93,3,<unidentified>
G4S72XW01A27ST,F,127,3,Mama_UB_02
G4S72XW01AVPKO,R,104,2,NewAllele_530 count=9 threshold=2
G4S72XW01BEZXV,R,2,2,NewAllele_530 count=9 threshold=2
G4S72XW01A8NIT,R,72,3,NewAllele_794 count=3 threshold=2
G4S72XW01AQZDE,F,58,2,NewAllele_530 count=9 threshold=2
G4S72XW01BGFX0,F,135,4,NewAllele_1450 count=6 threshold=2
G4S72XW01AMGM3,R,116,2,NewAllele_381 count=782 threshold=2
G4S72XW01A3V55,F,45,2,NewAllele_302 count=4 threshold=2
G4S72XW01ANAQZ,R,55,2,NewAllele_176 count=297 threshold=2
G4S72XW01BCB5E,R,129,2,NewAllele_176 count=297 threshold=2
G4S72XW01A5B8E,F,82,4,Mama_UD_01
G4S72XW01ARWGS,F,11,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AQJ2G,F,29,3,NewAllele_799 count=3 threshold=2
G4S72XW01A39C3,F,33,2,NewAllele_714 count=56 threshold=2
G4S72XW01AVZ4X,F,6,3,Mama_UB_02
G4S72XW01BE5X7,R,127,2,NewAllele_381 count=782 threshold=2
G4S72XW01BDASA,F,35,2,NewAllele_573 count=22 threshold=2
G4S72XW01BFEGD,F,81,3,NewAllele_810 count=8 threshold=2
G4S72XW01A65Z4,F,134,1,Mama_DRB1_05
G4S72XW01A8I6J,F,135,1,Mama_DRB1_01
G4S72XW01A0VNE,F,113,3,Mama_UB_01
G4S72XW01BEYU1,F,49,4,Mama_UD_01
G4S72XW01A6769,F,108,2,Mama_DRB2_01
G4S72XW01BE35M,F,114,4,Mama_UD_01
G4S72XW01AVBP0,F,69,4,Mama_UD_03
G4S72XW01ASVTX,R,87,2,NewAllele_221 count=591 threshold=2
G4S72XW01A66I1,F,108,4,Mama_UD_01
G4S72XW01AMMGK,R,59,4,NewAllele_1515 count=2 threshold=2
G4S72XW01BF3C2,R,114,3,Mama_UB_01
G4S72XW01A7YGL,F,116,2,Mama_DRB2_01
G4S72XW01A7ZBF,F,107,2,Mama_DRB2_01
G4S72XW01AR4A7,F,22,4,NewAllele_1283 count=3 threshold=2
G4S72XW01A6G8Y,R,93,3,<unidentified>
G4S72XW01BBEMU,F,104,4,NewAllele_1254 count=3 threshold=2
G4S72XW01AWEE4,F,108,2,Mama_DRB2_01
G4S72XW01BC1HJ,F,23,2,NewAllele_530 count=9 threshold=2
G4S72XW01ASWCF,R,74,2,NewAllele_176 count=297 threshold=2
G4S72XW01BAIPA,F,95,2,Mama_DRB2_03
G4S72XW01A5SZ2,R,140,3,Mama_UB_01
G4S72XW01BE88U,F,118,4,NewAllele_1352 count=9 threshold=2
G4S72XW01A1OR8,R,107,2,NewAllele_290 count=7 threshold=2
G4S72XW01BD5SB,F,112,2,NewAllele_714 count=56 threshold=2
G4S72XW01A5BXJ,R,83,2,NewAllele_530 count=9 threshold=2
G4S72XW01AW2LJ,R,89,4,NewAllele_1592 count=2 threshold=2
G4S72XW01BBNJF,F,129,4,Mama_UD_01
G4S72XW01A98RS,R,50,2,NewAllele_381 count=782 threshold=2
G4S72XW01A4VS2,R,35,1,Mama_DRB1_02
G4S72XW01AYU2E,R,128,3,Mama_UB_02
G4S72XW01AZUH6,F,92,4,NewAllele_1334 count=3 threshold=2
G4S72XW01ATSHS,R,82,2,NewAllele_199 count=2 threshold=2
G4S72XW01A8VMI,R,140,3,Mama_UB_01
G4S72XW01BEAR0,R,129,2,NewAllele_221 count=591 threshold=2
G4S72XW01A8DNS,F,130,2,Mama_DRB2_02
G4S72XW01ANAC5,F,90,4,Mama_UD_01
G4S72XW01BAPKV,R,84,1,NewAllele_74 count=2 threshold=2
G4S72XW01BDVKM,R,55,4,NewAllele_1258 count=9 threshold=2
G4S72XW01AMVY4,F,109,2,Mama_DRB2_02
G4S72XW01AVVB9,F,107,3,Mama_UB_01
G4S72XW01AUVN4,F,90,2,Mama_DRB2_02
G4S72XW01AUW52,F,89,2,Mama_DRB2_01
G4S72XW01A9SSZ,F,21,1,Mama_DRB1_01
G4S72XW01A5128,F,62,2,NewAllele_530 count=9 threshold=2
G4S72XW01AXLN7,F,39,1,Mama_DRB1_01
G4S72XW01A58Z9,F,39,3,Mama_UB_01
G4S72XW01BD5HF,F,2,2,NewAllele_573 count=22 threshold=2
G4S72XW01A31LH,R,120,3,Mama_UB_02
G4S72XW01A9LFE,F,27,4,NewAllele_1663 count=2 threshold=2
G4S72XW01BB2AS,R,98,1,Mama_DRB1_08
G4S72XW01A8MPR,F,69,2,Mama_DRB2_03
G4S72XW01BAG4C,R,47,2,NewAllele_530 count=9 threshold=2
G4S72XW01AN1N9,R,53,3,Mama_UB_01
G4S72XW01AKP48,F,46,2,NewAllele_376 count=65 threshold=2
G4S72XW01BBI0H,F,67,3,Mama_UB_01
G4S72XW01AOUHG,F,109,1,<unidentified>
G4S72XW01A6ARO,F,46,2,Mama_DRB2_01
G4S72XW01AYM0P,R,129,2,NewAllele_577 count=3 threshold=2
G4S72XW01A8BO5,R,107,2,NewAllele_323 count=6 threshold=2
G4S72XW01BDZ8U,R,21,4,NewAllele_1269 count=2 threshold=2
G4S72XW01BFJWN,F,69,2,NewAllele_573 count=22 threshold=2
G4S72XW01AR2Z5,F,70,4,Mama_UD_03
G4S72XW01A7W3V,R,89,3,NewAllele_855 count=6 threshold=2
G4S72XW01BED0X,F,107,2,Mama_DRB2_01
G4S72XW01AY102,F,98,3,Mama_UB_01
G4S72XW01A0ZCD,R,47,1,<unidentified>
G4S72XW01A2HHF,F,93,1,Mama_DRB1_07
G4S72XW01A2VI0,R,110,2,NewAllele_530 count=9 threshold=2
G4S72XW01AVIDN,F,138,2,NewAllele_168 count=3 threshold=2
G4S72XW01ALA7I,F,139,2,NewAllele_353 count=2 threshold=2
G4S72XW01BBUEG,R,51,1,Mama_DRB1_01
G4S72XW01AL7JA,F,22,4,Mama_UD_01
G4S72XW01ALUCX,F,35,1,Mama_DRB1_02
G4S72XW01BAPX6,R,37,3,NewAllele_855 count=6 threshold=2
G4S72XW01AOVXW,F,113,1,Mama_DRB1_02
G4S72XW01AWTXO,F,130,2,NewAllele_530 count=9 threshold=2
G4S72XW01A72UV,F,94,4,NewAllele_1470 count=4 threshold=2
G4S72XW01BFXTF,R,65,2,NewAllele_221 count=591 threshold=2
G4S72XW01A1VPK,F,93,2,Mama_DRB2_02
G4S72XW01BFTWN,R,30,2,NewAllele_215 count=2 threshold=2
G4S72XW01A1EF6,F,93,4,NewAllele_1530 count=5 threshold=2
G4S72XW01BB2N7,F,108,3,NewAllele_1240 count=5 threshold=2
G4S72XW01A4V9M,F,117,2,Mama_DRB2_02
G4S72XW01AU586,F,30,4,NewAllele_1397 count=2 threshold=2
G4S72XW01BALAQ,F,138,2,Mama_DRB2_01
G4S72XW01BE81W,F,127,4,Mama_UD_01
G4S72XW01AQRA8,F,102,2,Mama_DRB2_03
G4S72XW01A59BC,F,24,4,Mama_UD_03
G4S72XW01BBPRT,R,129,2,NewAllele_326 count=3 threshold=2
G4S72XW01AXI6R,F,95,2,Mama_DRB2_01
G4S72XW01BGLYU,R,20,4,NewAllele_1475 count=2 threshold=2
G4S72XW01BBY56,F,113,3,Mama_UB_01
G4S72XW01AXIAK,R,111,1,Mama_DRB1_01
G4S72XW01A11JJ,F,71,3,Mama_UB_01
G4S72XW01A5SRB,F,1,3,NewAllele_1182 count=2 threshold=2
G4S72XW01BDXYE,F,65,4,NewAllele_1334 count=3 threshold=2
G4S72XW01ASE9T,F,95,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AMXUG,R,25,1,Mama_DRB1_02
G4S72XW01AXX7M,F,126,3,Mama_UB_01
G4S72XW01AV9XT,F,62,3,NewAllele_1138 count=9 threshold=2
G4S72XW01A2I5B,F,103,2,NewAllele_530 count=9 threshold=2
G4S72XW01A78XK,R,89,2,NewAllele_381 count=782 threshold=2
G4S72XW01AZG8E,F,90,2,Mama_DRB2_02
G4S72XW01BCC3W,R,141,4,NewAllele_1369 count=3 threshold=2
G4S72XW01BFTOO,F,100,2,NewAllele_530 count=9 threshold=2
G4S72XW01AOWS2,F,135,2,NewAllele_530 count=9 threshold=2
G4S72XW01BA5XD,R,38,2,NewAllele_530 count=9 threshold=2
G4S72XW01AZAQR,R,90,1,<unidentified>
G4S72XW01ARNVR,F,40,2,NewAllele_530 count=9 threshold=2
G4S72XW01A6I9M,F,53,3,NewAllele_855 count=6 threshold=2
G4S72XW01BEISA,F,71,3,<unidentified>
G4S72XW01AJ6X9,F,134,2,Mama_DRB2_02
G4S72XW01AO9NF,F,92,2,Mama_DRB2_02
G4S72XW01AWVBB,F,91,1,Mama_DRB1_01
G4S72XW01AT6EW,R,123,3,Mama_UB_02
G4S72XW01AYRCP,R,52,1,<unidentified>
G4S72XW01AJ68U,R,87,1,NewAllele_29 count=2 threshold=2
G4S72XW01A13E8,F,61,3,<unidentified>
G4S72XW01A2RBT,F,86,1,Mama_DRB1_07
G4S72XW01A0EKD,F,130,2,NewAllele_530 count=9 threshold=2
G4S72XW01A5YMC,F,60,4,NewAllele_1334 count=3 threshold=2
G4S72XW01BDDEP,F,127,1,<unidentified>
G4S72XW01BEIB0,F,134,2,NewAllele_530 count=9 threshold=2
G4S72XW01AOYMO,R,108,2,NewAllele_392 count=6 threshold=2
G4S72XW01AYH2M,F,3,3,Mama_UB_01
G4S72XW01A6V3H,F,21,4,Mama_UD_03
G4S72XW01A7LFM,F,69,4,Mama_UD_03
G4S72XW01AOD0J,F,94,1,Mama_DRB1_01
G4S72XW01BDP0I,R,84,3,NewAllele_730 count=2 threshold=2
G4S72XW01BAM0G,R,76,4,NewAllele_1634 count=2 threshold=2
G4S72XW01A2TXQ,R,95,1,Mama_DRB1_01
G4S72XW01A4ZYR,F,14,3,NewAllele_1051 count=4 threshold=2
G4S72XW01A1JPX,F,130,2,NewAllele_530 count=9 threshold=2
G4S72XW01AX901,F,22,1,Mama_DRB1_01
G4S72XW01AND4H,F,129,2,NewAllele_563 count=2 threshold=2
G4S72XW01AY48J,F,24,2,NewAllele_441 count=3 threshold=2
G4S72XW01BDIM8,F,60,2,Mama_DRB2_01
G4S72XW01BAR98,R,133,1,Mama_DRB1_03
G4S72XW01A83YG,F,123,1,Mama_DRB1_01
G4S72XW01BDLCQ,R,139,3,NewAllele_1011 count=2 threshold=2
G4S72XW01A5RG7,F,3,4,NewAllele_1369 count=3 threshold=2
G4S72XW01BFZWH,F,58,3,<unidentified>
G4S72XW01A9FAU,F,103,3,NewAllele_836 count=3 threshold=2
G4S72XW01AYHQM,F,113,2,Mama_DRB2_02
G4S72XW01BBTKC,R,59,2,NewAllele_339 count=2 threshold=2
G4S72XW01AZIS4,R,64,3,NewAllele_798 count=2 threshold=2
G4S72XW01A1ZZ3,F,95,2,NewAllele_508 count=182 threshold=2
G4S72XW01A1KR0,R,128,4,NewAllele_1452 count=2 threshold=2
G4S72XW01AW4RL,R,43,2,NewAllele_221 count=591 threshold=2
G4S72XW01A9PRN,F,22,3,Mama_UB_02
G4S72XW01BBR7Y,F,118,4,Mama_UD_03
G4S72XW01BBK5V,R,135,1,<unidentified>
G4S72XW01A6TBX,R,92,3,NewAllele_1143 count=3 threshold=2
G4S72XW01A5AL3,F,70,4,Mama_UD_01
G4S72XW01BA6VP,R,112,3,Mama_UB_01
G4S72XW01BDQ4E,F,102,1,<unidentified>
G4S72XW01AY93A,F,108,2,NewAllele_195 count=8 threshold=2
G4S72XW01BE259,F,101,2,NewAllele_530 count=9 threshold=2
G4S72XW01ANPPG,R,69,3,<unidentified>
G4S72XW01AY4ZF,R,108,2,NewAllele_381 count=782 threshold=2
G4S72XW01BF3HW,R,116,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AUY62,R,35,3,NewAllele_907 count=3 threshold=2
G4S72XW01A7CP5,F,35,2,NewAllele_530 count=9 threshold=2
G4S72XW01AOBT9,F,35,3,NewAllele_971 count=2 threshold=2
G4S72XW01BEVQ0,R,125,1,Mama_DRB1_01
G4S72XW01A7G5Q,F,103,4,NewAllele_1398 count=3 threshold=2
G4S72XW01BBGIR,R,60,2,NewAllele_530 count=9 threshold=2
G4S72XW01ASD0H,F,122,4,NewAllele_1334 count=3 threshold=2
G4S72XW01ASZ7W,F,125,3,<unidentified>
G4S72XW01AR1DS,F,135,4,NewAllele_1275 count=6 threshold=2
G4S72XW01A229O,R,136,2,NewAllele_530 count=9 threshold=2
G4S72XW01A94CL,F,117,1,<unidentified>
G4S72XW01BF945,F,33,2,Mama_DRB2_03
G4S72XW01AV7TZ,R,51,3,NewAllele_985 count=44 threshold=2
G4S72XW01A5TZU,F,107,2,Mama_DRB2_01
G4S72XW01BGCPF,F,24,4,NewAllele_1650 count=6 threshold=2
G4S72XW01A5ACE,R,65,1,NewAllele_48 count=2 threshold=2
G4S72XW01BD84Z,R,72,4,NewAllele_1258 count=9 threshold=2
G4S72XW01BCQHA,F,134,1,<unidentified>
G4S72XW01AY944,F,90,2,NewAllele_530 count=9 threshold=2
G4S72XW01BDZN8,F,38,2,NewAllele_530 count=9 threshold=2
G4S72XW01A4X2U,F,67,2,Mama_DRB2_02
G4S72XW01A7KLH,F,57,4,NewAllele_1649 count=20 threshold=2
G4S72XW01A6GKA,R,143,2,NewAllele_481 count=2 threshold=2
G4S72XW01AQLG4,F,69,2,NewAllele_293 count=2 threshold=2
G4S72XW01ARO4H,F,86,3,Mama_UB_01
G4S72XW01BBZOV,R,6,2,NewAllele_530 count=9 threshold=2
G4S72XW01ASTIM,F,8,4,Mama_UD_01
G4S72XW01BFLHQ,R,61,4,Mama_UD_01
G4S72XW01BB61D,F,138,2,NewAllele_530 count=9 threshold=2
G4S72XW01AY59U,F,89,3,Mama_UB_01
G4S72XW01BDA5U,R,85,3,Mama_UB_01
G4S72XW01BCMPW,R,129,2,NewAllele_205 count=3 threshold=2
G4S72XW01BD7NO,F,107,2,Mama_DRB2_01
G4S72XW01A067E,F,136,2,Mama_DRB2_01
G4S72XW01BERQA,R,53,3,Mama_UB_01
G4S72XW01AK84S,F,51,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AVFWL,R,69,1,NewAllele_108 count=2 threshold=2
G4S72XW01AK1K2,F,92,2,NewAllele_714 count=56 threshold=2
G4S72XW01AX10F,F,111,1,Mama_DRB1_02
G4S72XW01ANNM5,F,36,4,Mama_UD_01
G4S72XW01AT3GM,F,35,3,Mama_UB_02
G4S72XW01BEM1X,F,134,1,NewAllele_144 count=2 threshold=2
G4S72XW01AQ9J7,F,30,4,NewAllele_1334 count=3 threshold=2
G4S72XW01A3K4H,F,140,2,Mama_DRB2_03
G4S72XW01A85SO,R,141,1,Mama_DRB1_08
G4S72XW01AL96E,R,64,3,NewAllele_950 count=3 threshold=2
G4S72XW01A0YH4,F,115,3,NewAllele_744 count=17 threshold=2
G4S72XW01AXRK5,F,35,1,<unidentified>
G4S72XW01BAUIN,R,48,3,<unidentified>
G4S72XW01BC1KQ,F,130,1,Mama_DRB1_05
G4S72XW01A6Q9O,F,128,3,NewAllele_855 count=6 threshold=2
G4S72XW01AT7ME,F,54,4,Mama_UD_01
G4S72XW01AS1HR,F,118,4,NewAllele_1365 count=3 threshold=2
G4S72XW01AOMRT,F,50,1,Mama_DRB1_03
G4S72XW01A6VO4,R,107,1,<unidentified>
G4S72XW01AVA45,F,87,3,Mama_UB_01
G4S72XW01AXN2O,F,58,4,NewAllele_1406 count=5 threshold=2
G4S72XW01AV54S,R,34,2,NewAllele_530 count=9 threshold=2
G4S72XW01A61PT,R,104,1,Mama_DRB1_02
G4S72XW01AUH22,R,37,3,NewAllele_1212 count=5 threshold=2
G4S72XW01ALXMK,F,109,1,<unidentified>
G4S72XW01APPCD,R,127,3,NewAllele_1179 count=2 threshold=2
G4S72XW01A86OR,F,54,1,Mama_DRB1_01
G4S72XW01AX9S6,F,116,3,Mama_UB_01
G4S72XW01A5ZCG,F,90,3,NewAllele_934 count=3 threshold=2
G4S72XW01A4JP3,R,140,3,<unidentified>
G4S72XW01ARTAY,F,100,3,NewAllele_898 count=6 threshold=2
G4S72XW01BD4MY,R,128,2,NewAllele_530 count=9 threshold=2
G4S72XW01BC3XA,R,19,2,NewAllele_221 count=591 threshold=2
G4S72XW01A7W8Q,R,2,4,NewAllele_1321 count=3 threshold=2
G4S72XW01BFHHV,R,117,4,Mama_UD_01
G4S72XW01ALJW8,F,94,3,NewAllele_1081 count=2 threshold=2
G4S72XW01AT98K,F,29,1,<unidentified>
G4S72XW01AWNLO,F,32,3,NewAllele_855 count=6 threshold=2
G4S72XW01A6W8C,F,110,1,<unidentified>
G4S72XW01A8503,F,118,1,Mama_DRB1_01
G4S72XW01A6C73,R,140,2,NewAllele_481 count=2 threshold=2
G4S72XW01A3NY8,F,113,1,Mama_DRB1_01
G4S72XW01AUDR5,F,129,4,Mama_UD_01
G4S72XW01AKVAW,R,53,3,NewAllele_855 count=6 threshold=2
G4S72XW01AX20I,F,15,4,Mama_UD_01
G4S72XW01AQD5L,F,89,3,NewAllele_1168 count=8 threshold=2
G4S72XW01BEAJ5,R,48,1,Mama_DRB1_01
G4S72XW01BDX02,R,89,2,NewAllele_586 count=2 threshold=2
G4S72XW01A3WDC,F,94,3,NewAllele_855 count=6 threshold=2
G4S72XW01BAHXF,R,38,2,NewAllele_530 count=9 threshold=2
G4S72XW01AZO3T,F,17,3,NewAllele_734 count=2 threshold=2
G4S72XW01BEFCE,F,94,2,Mama_DRB2_01
G4S72XW01A9GKM,F,20,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AXUSB,F,40,2,NewAllele_376 count=65 threshold=2
G4S72XW01BD846,F,15,3,<unidentified>
G4S72XW01AQV6K,F,7,3,<unidentified>
G4S72XW01AWWQW,F,51,1,Mama_DRB1_01
G4S72XW01APNYO,R,29,3,NewAllele_1170 count=4 threshold=2
G4S72XW01BBUTR,F,60,2,Mama_DRB2_01
G4S72XW01BGFPY,R,130,4,Mama_UD_01
G4S72XW01AL61W,F,133,3,<unidentified>
G4S72XW01A3QYL,R,38,2,NewAllele_634 count=3 threshold=2
G4S72XW01BFHJW,F,56,3,<unidentified>
G4S72XW01BE37E,R,56,3,<unidentified>
G4S72XW01BGCLY,F,133,3,<unidentified>
G4S72XW01AXL2J,F,22,1,Mama_DRB1_01
G4S72XW01AZSRJ,F,53,3,<unidentified>
G4S72XW01A6NIF,R,35,1,Mama_DRB1_03
G4S72XW01BD5UF,R,47,3,<unidentified>
G4S72XW01A8G64,F,25,3,<unidentified>
G4S72XW01AW6YC,F,89,1,<unidentified>
G4S72XW01BEEBP,F,141,2,Mama_DRB2_01
G4S72XW01AVB3J,R,83,3,NewAllele_751 count=2 threshold=2
G4S72XW01BC70I,R,41,2,NewAllele_530 count=9 threshold=2
G4S72XW01A0HX1,F,7,1,<unidentified>
G4S72XW01BFIIH,F,141,2,NewAllele_530 count=9 threshold=2
